source_column_number,source_code,proposed_clean_name,base_question_code,question_order,section_order,section_title_en,component,option_code,option_label_ro,option_label_en,source_header_ro,response_format,measurement_level,storage_type,coded_value_semantics,missing_value_semantics,nonempty_all_attempts,nonempty_complete_responses,distinct_nonempty_values,current_article_use,measurement_or_reporting_limit,preliminary_release_class
92,G06Q11,ai_regulation_preference,G06Q11,11,6,REGULATION AND ETHICAL CONSIDERATIONS CONCERNING AI,single-choice structured response,,,,"Credeți că AI ar trebui să fie mai bine reglementată pentru a preveni riscurile economice și etice? Context: Există dezbateri privind nivelul optim de reglementare AI. Reglementările stricte pot fi preponderent etice, pot preveni deciziile părtinitoare și chiar pot proteja locurile de muncă. Dar dacă aceste reglementări devin excesive pot împiedica inovația și competitivitatea. Oportunități: Reglementările stricte pot spori încrederea publică și preveni abuzurile. Provocări: Suprareglementarea poate încetini inovația și reduce avantajul competitiv.",single choice with a global explanatory comment,categorical regulatory-preference item,categorical code stored as text,AO01 = AI requires stricter regulation to ensure ethical use | AO02 = Existing regulation is sufficient | AO03 = AI should be deregulated to promote innovation | AO04 = Not sure,blank = no category recorded,246,212,4,Used for descriptive reporting,"Preference, not policy effectiveness",public instrument documentation; no respondent values
93,G06Q11[comment],ai_regulation_preference_comment,G06Q11,11,6,REGULATION AND ETHICAL CONSIDERATIONS CONCERNING AI,free-text or comment field,,,,"Credeți că AI ar trebui să fie mai bine reglementată pentru a preveni riscurile economice și etice? Context: Există dezbateri privind nivelul optim de reglementare AI. Reglementările stricte pot fi preponderent etice, pot preveni deciziile părtinitoare și chiar pot proteja locurile de muncă. Dar dacă aceste reglementări devin excesive pot împiedica inovația și competitivitatea. Oportunități: Reglementările stricte pot spori încrederea publică și preveni abuzurile. Provocări: Suprareglementarea poate încetini inovația și reduce avantajul competitiv. [Comentariu]",single choice with a global explanatory comment,categorical regulatory-preference item,UTF-8 text,,blank = no comment or open-text response recorded,231,202,231,Used for descriptive reporting,"Preference, not policy effectiveness","manual disclosure review, redaction, language identification and translation required"
94,G01Q12,primary_ethical_concern,G01Q12,12,6,REGULATION AND ETHICAL CONSIDERATIONS CONCERNING AI,single-choice structured response,,,,"Care este cea mai mare îngrijorare legată de etică în privința utilizării AI în afaceri? Context: AI poate optimiza operațiunile, dar ridică probleme etice, cum ar fi favorizarea nejustificată a unor grupuri de clienți/furnizori, încălcarea confidențialității și pierderea locurilor de muncă. Identificarea principalelor preocupări etice ajută la orientarea discuțiilor de politică și a strategiilor corporative pentru o utilizare responsabilă și echitabilă a soluțiilor AI. Oportunități: Identificarea problemelor etice stimulează dezvoltarea de măsuri de protecție și bune practici. Provocări: Riscurile etice pot fi complexe și dificil de gestionat în totalitate.",single choice with a global explanatory comment,nominal categorical item,categorical code stored as text,"AO01 = Bias and discrimination in AI | AO02 = Privacy infringement, for example AI-enabled surveillance | AO03 = Job losses | AO04 = Concentration of AI control among large corporations | AO05 = Other (please specify)",blank = no category recorded,241,212,5,Not reported,Single item,public instrument documentation; no respondent values
95,G01Q12[comment],primary_ethical_concern_comment,G01Q12,12,6,REGULATION AND ETHICAL CONSIDERATIONS CONCERNING AI,free-text or comment field,,,,"Care este cea mai mare îngrijorare legată de etică în privința utilizării AI în afaceri? Context: AI poate optimiza operațiunile, dar ridică probleme etice, cum ar fi favorizarea nejustificată a unor grupuri de clienți/furnizori, încălcarea confidențialității și pierderea locurilor de muncă. Identificarea principalelor preocupări etice ajută la orientarea discuțiilor de politică și a strategiilor corporative pentru o utilizare responsabilă și echitabilă a soluțiilor AI. Oportunități: Identificarea problemelor etice stimulează dezvoltarea de măsuri de protecție și bune practici. Provocări: Riscurile etice pot fi complexe și dificil de gestionat în totalitate. [Comentariu]",single choice with a global explanatory comment,nominal categorical item,UTF-8 text,,blank = no comment or open-text response recorded,226,200,226,Not reported,Single item,"manual disclosure review, redaction, language identification and translation required"
96,G01Q13,perceived_romania_ai_competitiveness,G01Q13,13,7,AI IN THE CONTEXT OF GLOBAL COMPETITIVENESS,single-choice structured response,,,,"Cât de competitivă credeți că este România în adoptarea AI comparativ cu alte țări europene? Context: Această întrebare evaluează poziția României în peisajul AI european. România are un sector IT puternic, însă nivelurile de adoptare AI pot varia. Compararea cu țări precum Germania sau Franța poate ajuta la formularea unei strategii naționale și la identificarea domeniilor de îmbunătățire. Oportunități: Recunoașterea decalajelor competitive poate stimula decizii de politică și investiții țintite. Provocări: Percepțiile pot fi subiective și pot varia în funcție de informațiile disponibile.",single choice with a global explanatory comment,ordinal perception item,categorical code stored as text,AO01 = Romania is highly competitive in AI adoption | AO02 = Romania is moderately competitive and therefore requires greater private investment in this field | AO03 = Romania is lagging in AI adoption | AO04 = Not sure,blank = no category recorded,239,212,4,Not reported,"Perception, not objective national performance",public instrument documentation; no respondent values
97,G01Q13[comment],perceived_romania_ai_competitiveness_comment,G01Q13,13,7,AI IN THE CONTEXT OF GLOBAL COMPETITIVENESS,free-text or comment field,,,,"Cât de competitivă credeți că este România în adoptarea AI comparativ cu alte țări europene? Context: Această întrebare evaluează poziția României în peisajul AI european. România are un sector IT puternic, însă nivelurile de adoptare AI pot varia. Compararea cu țări precum Germania sau Franța poate ajuta la formularea unei strategii naționale și la identificarea domeniilor de îmbunătățire. Oportunități: Recunoașterea decalajelor competitive poate stimula decizii de politică și investiții țintite. Provocări: Percepțiile pot fi subiective și pot varia în funcție de informațiile disponibile. [Comentariu]",single choice with a global explanatory comment,ordinal perception item,UTF-8 text,,blank = no comment or open-text response recorded,226,202,226,Not reported,"Perception, not objective national performance","manual disclosure review, redaction, language identification and translation required"
98,G07Q14,preferred_romania_ai_positioning,G07Q14,14,7,AI IN THE CONTEXT OF GLOBAL COMPETITIVENESS,single-choice structured response,,,,"Cum ar trebui să se poziționeze România pe piața globală AI? Context: Țările adoptă strategii diferite în domeniul AI: unele se concentrează pe cercetare și dezvoltare, altele pe reglementări sau altele pe promovarea industriilor bazate pe AI. Această întrebare urmărește să capteze opinia dvs. despre calea strategică optimă pentru ca România să devină competitivă pe plan global. Oportunități: O strategie clară poate atrage investiții și stimula un ecosistem de inovație. Provocări: O abordare prea concentrată poate limita diversificarea oportunităților.",single choice with a global explanatory comment,nominal strategic-preference item,categorical code stored as text,"AO01 = Concentrate investment on AI research and development | AO02 = Concentrate efforts on becoming a centre for AI regulation and ethics | AO03 = Concentrate investment in industries that rely somewhat less on AI solutions, for example manufacturing, logistics and agriculture | AO04 = Other (please specify)",blank = no category recorded,238,212,4,Not reported,Normative preference,public instrument documentation; no respondent values
99,G07Q14[comment],preferred_romania_ai_positioning_comment,G07Q14,14,7,AI IN THE CONTEXT OF GLOBAL COMPETITIVENESS,free-text or comment field,,,,"Cum ar trebui să se poziționeze România pe piața globală AI? Context: Țările adoptă strategii diferite în domeniul AI: unele se concentrează pe cercetare și dezvoltare, altele pe reglementări sau altele pe promovarea industriilor bazate pe AI. Această întrebare urmărește să capteze opinia dvs. despre calea strategică optimă pentru ca România să devină competitivă pe plan global. Oportunități: O strategie clară poate atrage investiții și stimula un ecosistem de inovație. Provocări: O abordare prea concentrată poate limita diversificarea oportunităților. [Comentariu]",single choice with a global explanatory comment,nominal strategic-preference item,UTF-8 text,,blank = no comment or open-text response recorded,225,202,225,Not reported,Normative preference,"manual disclosure review, redaction, language identification and translation required"
100,G08Q15,environmental_impact_concern,G08Q15,15,8,AI: EMERGING TOPICS AND STRATEGIC PERSPECTIVES,single-choice structured response,,,,"Cum evaluați impactul tehnologiilor AI adoptate de compania dvs (sau în curs de adoptare) asupra mediului? Context: Adoptarea AI transformă operațiunile, însă are și consecințe asupra mediului. Consumul de energie, deșeurile electronice și emisiile de carbon asociate centrelor de date și hardware-ului pot fi semnificative. Ne interesează să aflăm cum iau în calcul companiile aspectele de sustenabilitate în strategia lor AI. Provocări: Punerea accentului pe sustenabilitate poate conduce la practici AI ecologice și la reducerea riscurilor pe termen lung. Dezavantaje: Un accent excesiv pe impactul asupra mediului, poate diminua focusul asupra altor beneficii operaționale imediate.",single choice with a global explanatory comment,ordinal concern item,categorical code stored as text,AO01 = Not very concerned - sustainability is not currently a priority because AI services are outsourced | AO02 = Moderately concerned - we are evaluating options | AO03 = Very concerned - we have sustainability initiatives | AO04 = Not sure,blank = no category recorded,235,212,4,Not reported,Perceived rather than measured impact,public instrument documentation; no respondent values
101,G08Q15[comment],environmental_impact_concern_comment,G08Q15,15,8,AI: EMERGING TOPICS AND STRATEGIC PERSPECTIVES,free-text or comment field,,,,"Cum evaluați impactul tehnologiilor AI adoptate de compania dvs (sau în curs de adoptare) asupra mediului? Context: Adoptarea AI transformă operațiunile, însă are și consecințe asupra mediului. Consumul de energie, deșeurile electronice și emisiile de carbon asociate centrelor de date și hardware-ului pot fi semnificative. Ne interesează să aflăm cum iau în calcul companiile aspectele de sustenabilitate în strategia lor AI. Provocări: Punerea accentului pe sustenabilitate poate conduce la practici AI ecologice și la reducerea riscurilor pe termen lung. Dezavantaje: Un accent excesiv pe impactul asupra mediului, poate diminua focusul asupra altor beneficii operaționale imediate. [Comentariu]",single choice with a global explanatory comment,ordinal concern item,UTF-8 text,,blank = no comment or open-text response recorded,224,202,224,Not reported,Perceived rather than measured impact,"manual disclosure review, redaction, language identification and translation required"
102,G01Q16,government_support_importance,G01Q16,16,8,AI: EMERGING TOPICS AND STRATEGIC PERSPECTIVES,single-choice structured response,,,,"Ce rol credeți că ar trebui să aibă stimulentele și sprijinul guvernamental în accelerarea adoptării AI în domeniul dvs.? Context: Politicile guvernamentale (stimulente fiscale, subvenții, “sandbox-uri reglementare”) pot influența semnificativ viteza și eficiența adoptării AI de către companii. Această întrebare urmărește să clarifice cât de important consideră liderii de afaceri sprijinul public în procesul de integrare a AI. Oportunități: Aprecierea sprijinului guvernamental poate stimula politici publice favorabile, facilitând inovarea. Provocări: Dependența excesivă de sprijinul public poate crea așteptări nerealiste și poate încetini inovația în sectorul privat.",single choice with a global explanatory comment,ordinal importance item,categorical code stored as text,"AO01 = Very important - government support is essential | AO02 = Moderately important - useful, but not decisive | AO03 = Not important - the private sector should lead the AI adoption model | AO04 = Not sure",blank = no category recorded,232,212,4,Used for descriptive reporting,Does not identify specific policy instruments,public instrument documentation; no respondent values
103,G01Q16[comment],government_support_importance_comment,G01Q16,16,8,AI: EMERGING TOPICS AND STRATEGIC PERSPECTIVES,free-text or comment field,,,,"Ce rol credeți că ar trebui să aibă stimulentele și sprijinul guvernamental în accelerarea adoptării AI în domeniul dvs.? Context: Politicile guvernamentale (stimulente fiscale, subvenții, “sandbox-uri reglementare”) pot influența semnificativ viteza și eficiența adoptării AI de către companii. Această întrebare urmărește să clarifice cât de important consideră liderii de afaceri sprijinul public în procesul de integrare a AI. Oportunități: Aprecierea sprijinului guvernamental poate stimula politici publice favorabile, facilitând inovarea. Provocări: Dependența excesivă de sprijinul public poate crea așteptări nerealiste și poate încetini inovația în sectorul privat. [Comentariu]",single choice with a global explanatory comment,ordinal importance item,UTF-8 text,,blank = no comment or open-text response recorded,221,203,221,Used for descriptive reporting,Does not identify specific policy instruments,"manual disclosure review, redaction, language identification and translation required"
104,G01Q17,expected_business_model_change,G01Q17,17,8,AI: EMERGING TOPICS AND STRATEGIC PERSPECTIVES,single-choice structured response,,,,"Cum credeți că se va schimba modelul de afaceri al companiei dvs. pe măsură ce integrarea AI se va accentua în următorii cinci ani? Context: AI are potențialul de a transforma radical modelele de afaceri, trecând de la abordări tradiționale bazate pe produse sau servicii la modele bazate pe date și platforme. Dorim să aflăm ce așteptări aveți privind schimbările în crearea plus-valorii, în fluxurile de venituri și în structura operațională. Oportunități: Planificarea schimbărilor modelului de afaceri poate asigura un avantaj competitiv pe termen lung. Provocări: Schimbările radicale pot implica riscuri mari și investiții semnificative, provocând perturbări majore pe termen scurt.",single choice with a global explanatory comment,ordinal expected-change item,categorical code stored as text,"AO01 = Major transformation - we expect a comprehensive revision of the business model | AO02 = Moderate change - the business model will evolve, but its core elements will remain the same | AO03 = Minor adjustments - we expect only limited changes",blank = no category recorded,229,212,3,Not reported,"Expectation, not observed restructuring",public instrument documentation; no respondent values
105,G01Q17[comment],expected_business_model_change_comment,G01Q17,17,8,AI: EMERGING TOPICS AND STRATEGIC PERSPECTIVES,free-text or comment field,,,,"Cum credeți că se va schimba modelul de afaceri al companiei dvs. pe măsură ce integrarea AI se va accentua în următorii cinci ani? Context: AI are potențialul de a transforma radical modelele de afaceri, trecând de la abordări tradiționale bazate pe produse sau servicii la modele bazate pe date și platforme. Dorim să aflăm ce așteptări aveți privind schimbările în crearea plus-valorii, în fluxurile de venituri și în structura operațională. Oportunități: Planificarea schimbărilor modelului de afaceri poate asigura un avantaj competitiv pe termen lung. Provocări: Schimbările radicale pot implica riscuri mari și investiții semnificative, provocând perturbări majore pe termen scurt. [Comentariu]",single choice with a global explanatory comment,ordinal expected-change item,UTF-8 text,,blank = no comment or open-text response recorded,218,203,218,Not reported,"Expectation, not observed restructuring","manual disclosure review, redaction, language identification and translation required"
106,G08Q18,expected_future_ai_applications_text,G08Q18,18,8,AI: EMERGING TOPICS AND STRATEGIC PERSPECTIVES,free-text or comment field,,,,"Care noi aplicații sau inovații AI credeți că vor apărea în domeniul dvs. în următorii cinci ani? Context: Peisajul AI evoluează rapid, iar noi aplicații apar continuu. Dorim să aflăm ce tendințe sau inovații considerați că vor fi cele mai promițătoare sau chiar disruptive pentru domeniul dvs. Oportunități: Identificarea tendințelor emergente poate ajuta la pregătirea pentru schimbările de pe piața globală și la gestionarea provocărilor competitive. Provocări: Previziunile sunt, prin natura lor, incerte și pot să nu reflecte evoluțiile reale. Răspuns deschis:",open text,unstructured open text,UTF-8 text,,blank = no comment or open-text response recorded,221,209,221,Excluded,Free text; disclosure risk and no qualitative protocol,"manual disclosure review, redaction, language identification and translation required"
107,G01Q19,roi_measurement_approach,G01Q19,19,8,AI: EMERGING TOPICS AND STRATEGIC PERSPECTIVES,single-choice structured response,,,,"Cum intenționați să măsurați rentabilitatea investiției (ROI) pentru proiectele dvs. legate de AI? Context: Măsurarea ROI pentru inițiativele AI poate fi dificilă din cauza beneficiilor intangibile, cum ar fi creșterea eficienței, îmbunătățirea luării deciziilor și inovația. Abordarea dvs. privind măsurarea ROI ne va ajuta să înțelegem cum evaluează companiile valoarea AI și impactul asupra performanței afacerii. Oportunități: Un cadru clar pentru măsurarea ROI poate susține deciziile strategice și poate justifica investițiile suplimentare în AI. Provocări: Elaborarea unor metrici robuste pentru ROI în AI poate fi dificilă din cauza beneficiilor intangibile și a orizontului pe termen lung. Se pot alege mai multe răspunsuri:",single choice with a global explanatory comment,nominal categorical approach item,categorical code stored as text,"AO01 = Use quantitative metrics, for example cost savings or revenue growth | AO02 = Use qualitative assessments, for example customer satisfaction or process improvement | AO03 = Combine quantitative and qualitative metrics | AO04 = No clear return-on-investment measurement strategy has yet been defined",blank = no category recorded,223,212,4,Not reported,Export structure does not support a multi-response interpretation,public instrument documentation; no respondent values
108,G01Q19[comment],roi_measurement_approach_comment,G01Q19,19,8,AI: EMERGING TOPICS AND STRATEGIC PERSPECTIVES,free-text or comment field,,,,"Cum intenționați să măsurați rentabilitatea investiției (ROI) pentru proiectele dvs. legate de AI? Context: Măsurarea ROI pentru inițiativele AI poate fi dificilă din cauza beneficiilor intangibile, cum ar fi creșterea eficienței, îmbunătățirea luării deciziilor și inovația. Abordarea dvs. privind măsurarea ROI ne va ajuta să înțelegem cum evaluează companiile valoarea AI și impactul asupra performanței afacerii. Oportunități: Un cadru clar pentru măsurarea ROI poate susține deciziile strategice și poate justifica investițiile suplimentare în AI. Provocări: Elaborarea unor metrici robuste pentru ROI în AI poate fi dificilă din cauza beneficiilor intangibile și a orizontului pe termen lung. Se pot alege mai multe răspunsuri: [Comentariu]",single choice with a global explanatory comment,nominal categorical approach item,UTF-8 text,,blank = no comment or open-text response recorded,214,203,214,Not reported,Export structure does not support a multi-response interpretation,"manual disclosure review, redaction, language identification and translation required"
109,G01Q20,final_comments_text,G01Q20,20,9,FINAL CONSIDERATIONS,free-text or comment field,,,,"Comentarii finale și/sau sugestii Context: Vă rugăm să oferiți orice comentarii, sugestii sau observații suplimentare referitoare la impactul AI asupra afacerii dvs. sau a pieței din România. Feedback-ul dvs. este esențial pentru o înțelegere cuprinzătoare a evoluției peisajului AI. Răspuns deschis:",open text,unstructured open text,UTF-8 text,,blank = no comment or open-text response recorded,190,189,190,Excluded,Free text; disclosure risk and no qualitative protocol,"manual disclosure review, redaction, language identification and translation required"
110,interviewtime,timing_total_seconds,,,,,timing or paradata,,,,Timp total,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,289,212,280,,,exclude from public microdata by default
111,groupTime8,timing_section_01_company_profile_seconds,,,,,timing or paradata,,,,Timpul grupului: I. PROFILUL COMPANIEI,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,0,0,0,,,exclude from public microdata by default
112,Q00Time,timing_q00_seconds,,,,,timing or paradata,,,,Timpul întrebării: Q00,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,279,212,272,,,exclude from public microdata by default
113,G01Q02Time,timing_g01q02_seconds,,,,,timing or paradata,,,,Timpul întrebării: G01Q02,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,272,212,267,,,exclude from public microdata by default
114,G01Q03Time,timing_g01q03_seconds,,,,,timing or paradata,,,,Timpul întrebării: G01Q03,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,270,212,265,,,exclude from public microdata by default
115,groupTime9,timing_section_02_adoption_of_ai_technologies_seconds,,,,,timing or paradata,,,,Timpul grupului: II. ADOPTAREA TEHNOLOGIILOR AI,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,0,0,0,,,exclude from public microdata by default
116,G02Q04Time,timing_g02q04_seconds,,,,,timing or paradata,,,,Timpul întrebării: G02Q04,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,265,212,260,,,exclude from public microdata by default
117,G01Q05Time,timing_g01q05_seconds,,,,,timing or paradata,,,,Timpul întrebării: G01Q05,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,263,212,257,,,exclude from public microdata by default
118,groupTime10,timing_section_03_challenges_in_ai_implementation_seconds,,,,,timing or paradata,,,,Timpul grupului: III. PROVOCĂRI ÎN IMPLEMENTAREA AI,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,0,0,0,,,exclude from public microdata by default
119,G01Q06Time,timing_g01q06_seconds,,,,,timing or paradata,,,,Timpul întrebării: G01Q06,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,257,212,255,,,exclude from public microdata by default
120,groupTime11,timing_section_04_ai_and_the_impact_on_employment_seconds,,,,,timing or paradata,,,,Timpul grupului: IV. AI ȘI IMPACTUL ASUPRA LOCURILOR DE MUNCĂ,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,0,0,0,,,exclude from public microdata by default
121,G01Q07Time,timing_g01q07_seconds,,,,,timing or paradata,,,,Timpul întrebării: G01Q07,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,256,212,250,,,exclude from public microdata by default
122,G04Q08Time,timing_g04q08_seconds,,,,,timing or paradata,,,,Timpul întrebării: G04Q08,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,253,212,248,,,exclude from public microdata by default
123,groupTime12,timing_section_05_ai_in_the_future_of_business_seconds,,,,,timing or paradata,,,,Timpul grupului: V. AI ÎN VIITORUL AFACERILOR,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,0,0,0,,,exclude from public microdata by default
124,G05Q09Time,timing_g05q09_seconds,,,,,timing or paradata,,,,Timpul întrebării: G05Q09,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,250,212,243,,,exclude from public microdata by default
125,G05Q10Time,timing_g05q10_seconds,,,,,timing or paradata,,,,Timpul întrebării: G05Q10,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,247,212,238,,,exclude from public microdata by default
126,groupTime13,timing_section_06_regulation_and_ethical_considerations_concerning_ai_seconds,,,,,timing or paradata,,,,Timpul grupului: VI. REGLEMENTARI ȘI CONSIDERAȚII ETICE DESPRE AI,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,0,0,0,,,exclude from public microdata by default
127,G06Q11Time,timing_g06q11_seconds,,,,,timing or paradata,,,,Timpul întrebării: G06Q11,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,246,212,243,,,exclude from public microdata by default
128,G01Q12Time,timing_g01q12_seconds,,,,,timing or paradata,,,,Timpul întrebării: G01Q12,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,241,212,235,,,exclude from public microdata by default
129,groupTime14,timing_section_07_ai_in_the_context_of_global_competitiveness_seconds,,,,,timing or paradata,,,,Timpul grupului: VII. AI ÎN CONTEXTUL COMPETITIVITĂȚII GLOBALE,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,0,0,0,,,exclude from public microdata by default
130,G01Q13Time,timing_g01q13_seconds,,,,,timing or paradata,,,,Timpul întrebării: G01Q13,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,240,212,234,,,exclude from public microdata by default
131,G07Q14Time,timing_g07q14_seconds,,,,,timing or paradata,,,,Timpul întrebării: G07Q14,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,238,212,236,,,exclude from public microdata by default
132,groupTime15,timing_section_08_ai_emerging_topics_and_strategic_perspectives_seconds,,,,,timing or paradata,,,,Timpul grupului: VIII. AI: SUBIECTE EMERGENTE & PERSPECTIVE STRATEGICE,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,0,0,0,,,exclude from public microdata by default
133,G08Q15Time,timing_g08q15_seconds,,,,,timing or paradata,,,,Timpul întrebării: G08Q15,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,237,212,232,,,exclude from public microdata by default
134,G01Q16Time,timing_g01q16_seconds,,,,,timing or paradata,,,,Timpul întrebării: G01Q16,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,233,212,230,,,exclude from public microdata by default
135,G01Q17Time,timing_g01q17_seconds,,,,,timing or paradata,,,,Timpul întrebării: G01Q17,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,229,212,226,,,exclude from public microdata by default
136,G08Q18Time,timing_g08q18_seconds,,,,,timing or paradata,,,,Timpul întrebării: G08Q18,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,225,212,217,,,exclude from public microdata by default
137,G01Q19Time,timing_g01q19_seconds,,,,,timing or paradata,,,,Timpul întrebării: G01Q19,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,224,212,216,,,exclude from public microdata by default
138,groupTime16,timing_section_09_final_considerations_seconds,,,,,timing or paradata,,,,Timpul grupului: IX. CONSIDERENTE FINALE,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,0,0,0,,,exclude from public microdata by default
139,G01Q20Time,timing_g01q20_seconds,,,,,timing or paradata,,,,Timpul întrebării: G01Q20,numeric duration in seconds,"paradata, not a substantive survey response",decimal number stored as text,,blank = no stored value or item not reached; interpretation depends on completion status,214,212,210,,,exclude from public microdata by default
